protein1	protein2
AXL	IGKV1D-39
AXL	IGKV2-28
AXL	IGKV2-29
AXL	IGKV2-30
AXL	IGKV2D-28
AXL	IGKV2D-30
AXL	IGKV2D-40
AXL	IGKV3-11
AXL	IGKV3-15
AXL	IGKV3-20
AXL	IGKV3D-20
AXL	IGKV4-1
AXL	IGKV5-2
AXL	IGLC1
AXL	IGLC2
AXL	IGLC3
AXL	IGLC6
AXL	IGLC7
AXL	IGLV1-40
AXL	IGLV1-44
AXL	IGLV1-47
AXL	IGLV1-51
AXL	IGLV2-11
AXL	IGLV2-14
AXL	IGLV2-23
AXL	IGLV2-8
AXL	IGLV3-19
AXL	IGLV3-1
AXL	IGLV3-21
AXL	IGLV3-25
AXL	IGLV3-27
AXL	IGLV6-57
AXL	IGLV7-43
AXL	ITK
AXL	KL
AXL	LAT2
AXL	LAT
AXL	LCP2
AXL	LRRFIP1
AXL	NCKAP1L
AXL	SH3KBP1
AXL	SOS1
AXL	TNK2
AXL	TRIM24
AXL	TXK
AXL	VAV2
AXL	VAV3
AXL	WASF1
AXL	WASF2
AXL	WASF3
AXL	YES1
AXL	ZMYM2
BAZ1B	C3
BAZ1B	CASP1
BAZ1B	CCL2
BAZ1B	CUL7
BAZ1B	DCPS
BAZ1B	ESR2
BAZ1B	FN1
BAZ1B	H2AFB1
BAZ1B	H2AFJ
BAZ1B	H2AFV
BAZ1B	H2AFZ
BAZ1B	H2BFS
BAZ1B	H3F3A
BAZ1B	H3F3B
BAZ1B	HIST1H1C
BAZ1B	HIST1H1E
BAZ1B	HIST1H2AB
BAZ1B	HIST1H2AC
BAZ1B	HIST1H2AD
BAZ1B	HIST1H2AE
BAZ1B	HIST1H2AJ
BAZ1B	HIST1H2BA
BAZ1B	HIST1H2BB
BAZ1B	HIST1H2BC
BAZ1B	HIST1H2BD
BAZ1B	HIST1H2BE
BAZ1B	HIST1H2BF
BAZ1B	HIST1H2BG
BAZ1B	HIST1H2BH
BAZ1B	HIST1H2BI
BAZ1B	HIST1H2BJ
BAZ1B	HIST1H2BK
BAZ1B	HIST1H2BL
BAZ1B	HIST1H2BM
BAZ1B	HIST1H2BN
BAZ1B	HIST1H2BO
BAZ1B	HIST1H3A
BAZ1B	HIST1H3B
BAZ1B	HIST1H3C
BAZ1B	HIST1H3D
BAZ1B	HIST1H3E
BAZ1B	HIST1H3F
BAZ1B	HIST1H3G
BAZ1B	HIST1H3H
BAZ1B	HIST1H3I
BAZ1B	HIST1H3J
BAZ1B	HIST1H4A
BAZ1B	HIST1H4B
BAZ1B	HIST1H4C
BAZ1B	HIST1H4D
BAZ1B	HIST1H4E
BAZ1B	HIST1H4F
BAZ1B	HIST1H4H
BAZ1B	HIST1H4I
BAZ1B	HIST1H4J
BAZ1B	HIST1H4K
BAZ1B	HIST1H4L
BAZ1B	HIST2H2AA3
BAZ1B	HIST2H2AA4
BAZ1B	HIST2H2AC
BAZ1B	HIST2H2BE
BAZ1B	HIST2H3A
BAZ1B	HIST2H3C
BAZ1B	HIST2H3D
BAZ1B	HIST2H4A
BAZ1B	HIST2H4B
BAZ1B	HIST3H2BB
BAZ1B	HIST3H3
BAZ1B	HIST4H4
BAZ1B	IGHG1
BAZ1B	IGHM
BAZ1B	IGKC
BAZ1B	IL1B
BAZ1B	KRT1
BAZ1B	KRT9
BAZ1B	LMNA
BAZ1B	MTNR1A
BAZ1B	MYC
BAZ1B	NR4A2
BAZ1B	OR5H6
BAZ1B	PHLDA3
BAZ1B	PYCARD
BAZ1B	RPL10
BAZ1B	RUNX1
BAZ1B	TGFB1
BAZ1B	TIAM1
BCKDK	CENPV
BCKDK	CHD2
BCKDK	ESR1
BCKDK	ESR2
BCKDK	FAM120C
BCKDK	GCNT3
BCKDK	INO80B
BCKDK	LRRK2
BCKDK	MAPK6
BCKDK	NR5A2
BCKDK	PARP12
BCKDK	PPP1R10
BCKDK	RBAK
BCKDK	RREB1
BCKDK	RSBN1
BCKDK	SPTBN1
BCKDK	TLR6
BCKDK	TNS2
BCKDK	UPK1A
BCKDK	WDR33
BCKDK	ZBP1
BCKDK	ZMYND11
BCKDK	ZNF174
BCKDK	ZNF317
BCKDK	ZNF592
BCKDK	ZNF687
BCKDK	ZSCAN12
BCR	AKT2
BCR	AKT3
BCR	ARFGAP1
BCR	BAIAP2
BCR	BLK
BCR	BMPR1B
BCR	BRK1
BCR	CALM1
BCR	CALM2
BCR	CALM3
BCR	CD247
BCR	CD28
BCR	CD3G
BCR	CD80
BCR	CD86
BCR	CEP128
BCR	CLTC
BCR	COMMD1
BCR	CSK
BCR	CSNK2A2
BCR	CXCL8
BCR	CYFIP1
BCR	CYFIP2
BCR	DPF2
BCR	EGLN3
BCR	ESR2
BCR	FCGR1A
BCR	FCGR2A
BCR	FCGR3A
BCR	FGF10
BCR	FGF16
BCR	FGF18
BCR	FGF19
BCR	FGF22
BCR	FGF3
BCR	FGF7
BCR	FGFR2
BCR	FGFR3
BCR	FGFR4
BCR	GAB1
BCR	GNB1
BCR	GNB2
BCR	GNB3
BCR	GNB4
BCR	GNB5
BCR	GNG10
BCR	GNG11
BCR	GNG12
BCR	GNG13
BCR	GNG2
BCR	GNG3
BCR	GNG4
BCR	GNG5
BCR	GNG7
BCR	GNG8
BCR	GNGT1
BCR	GNGT2
BCR	GRAP2
BCR	HDC
BCR	HRH1
BCR	HRH2
BCR	HRH3
BCR	HRH4
BCR	IGHD
BCR	IGHG1
BCR	IGHG2
BCR	IGHG3
BCR	IGHG4
BCR	IGHM
BCR	IGHV1-2
BCR	IGHV1-46
BCR	IGHV1-69
BCR	IGHV2-5
BCR	IGHV2-70
BCR	IGHV3-11
BCR	IGHV3-13
BCR	IGHV3-23
BCR	IGHV3-30
BCR	IGHV3-33
BCR	IGHV3-48
BCR	IGHV3-53
BCR	IGHV3-7
BCR	IGHV3-9
BCR	IGHV4-34
BCR	IGHV4-39
BCR	IGHV4-59
BCR	IGKC
BCR	IGKV1-12
BCR	IGKV1-16
BCR	IGKV1-17
BCR	IGKV1-33
BCR	IGKV1-39
BCR	IGKV1-5
BCR	IGKV1D-12
BCR	IGKV1D-16
BCR	IGKV1D-33
BCR	IGKV1D-39
BCR	IGKV2-28
BCR	IGKV2-29
BCR	IGKV2-30
BCR	IGKV2D-28
BCR	IGKV2D-30
BCR	IGKV2D-40
BCR	IGKV3-11
BCR	IGKV3-15
BCR	IGKV3-20
BCR	IGKV3D-20
BCR	IGKV4-1
BCR	IGKV5-2
BCR	IGLC1
BCR	IGLC2
BCR	IGLC3
BCR	IGLC6
BCR	IGLC7
BCR	IGLV1-40
BCR	IGLV1-44
BCR	IGLV1-47
BCR	IGLV1-51
BCR	IGLV2-11
BCR	IGLV2-14
BCR	IGLV2-23
BCR	IGLV2-8
BCR	IGLV3-19
BCR	IGLV3-1
BCR	IGLV3-21
BCR	IGLV3-25
BCR	IGLV3-27
BCR	IGLV6-57
BCR	IGLV7-43
BCR	IL12A
BCR	IL12B
BCR	IL6
BCR	ITK
BCR	JPH4
BCR	KLB
BCR	KL
BCR	LAT2
BCR	LAT
BCR	LCP2
BCR	MAGI1
BCR	MAP4K5
BCR	MMP1
BCR	MUC5AC
BCR	MYC
BCR	NAGK
BCR	NCK1
BCR	NCKAP1L
BCR	NCKAP1
BCR	NFATC2
BCR	NINL
BCR	PDPK1
BCR	PDZK1P1
BCR	PIK3CA
BCR	PRKCA
BCR	PRKCB
BCR	PRKCE
BCR	PRKCG
BCR	PRKCH
BCR	PRKCQ
BCR	PRRT2
BCR	RASGRP1
BCR	RASGRP2
BCR	RELA
BCR	SH3KBP1
BCR	SLC18A2
BCR	SLCO2B1
BCR	SOS1
BCR	STK38L
BCR	TEC
BCR	TGFBR1
BCR	TRIM25
BCR	TRPC3
BCR	TULP3
BCR	TXK
BCR	VAV3
BCR	WASF1
BCR	WASF2
BCR	WASF3
BCR	XPO1
BLK	ARFGAP1
BLK	CALM1
BLK	CALM2
BLK	CALM3
BLK	CAMK1
BLK	CHN2
BLK	DDIT4L
BLK	FCGR2C
BLK	FLT3
BLK	FXR1
BLK	FXR2
BLK	GLRA2
BLK	HMGCS1
BLK	IGHD
BLK	IGHM
BLK	IGHV1-2
BLK	IGHV1-46
BLK	IGHV1-69
BLK	IGHV2-5
BLK	IGHV2-70
BLK	IGHV3-11
BLK	IGHV3-13
BLK	IGHV3-23
BLK	IGHV3-30
BLK	IGHV3-33
BLK	IGHV3-48
BLK	IGHV3-53
BLK	IGHV3-7
BLK	IGHV3-9
BLK	IGHV4-34
BLK	IGHV4-39
BLK	IGHV4-59
BLK	IGKC
BLK	IGKV1-12
BLK	IGKV1-16
BLK	IGKV1-17
BLK	IGKV1-33
BLK	IGKV1-39
BLK	IGKV1-5
BLK	IGKV1D-12
BLK	IGKV1D-16
BLK	IGKV1D-33
BLK	IGKV1D-39
BLK	IGKV2-28
BLK	IGKV2-29
BLK	IGKV2-30
BLK	IGKV2D-28
BLK	IGKV2D-30
BLK	IGKV2D-40
BLK	IGKV3-11
BLK	IGKV3-15
BLK	IGKV3-20
BLK	IGKV3D-20
BLK	IGKV4-1
BLK	IGKV5-2
BLK	IGLC1
BLK	IGLC2
BLK	IGLC3
BLK	IGLC6
BLK	IGLC7
BLK	IGLV1-40
BLK	IGLV1-44
BLK	IGLV1-47
BLK	IGLV1-51
BLK	IGLV2-11
BLK	IGLV2-14
BLK	IGLV2-23
BLK	IGLV2-8
BLK	IGLV3-19
BLK	IGLV3-1
BLK	IGLV3-21
BLK	IGLV3-25
BLK	IGLV3-27
BLK	IGLV6-57
BLK	IGLV7-43
BLK	MAPK14
BLK	MAX
BLK	MID2
BLK	MYC
BLK	NFATC2
BLK	PRKCA
BLK	PRKCB
BLK	PRKCE
BLK	PRKCG
BLK	PRKCH
BLK	PRRT2
BLK	RNASE3
BLK	RRAS
BLK	SCGB1A1
BLK	SYCP3
BLK	TAF1
BLK	TRPC3
BLVRA	CGAS
BLVRA	CYTH2
BLVRA	DUSP19
BLVRA	DUSP1
BLVRA	EZH1
BLVRA	LRRK2
BLVRA	MAP2K1
BLVRA	MAPK1
BLVRA	MAPK3
BLVRA	MYC
BLVRA	NTRK1
BLVRA	PARP1
BLVRA	PRKCZ
BLVRA	PRNP
BLVRA	PSMC4
BLVRA	TNFRSF10B
BLVRA	TNFSF10
BLVRA	TRIM25
BLVRA	TUBA1A
BLVRA	XAB2
BLVRA	ZNF610
BLVRA	ZNF880
BMP2K	CAPZA2
BMP2K	CDK2
BMP2K	CLINT1
BMP2K	CLTB
BMP2K	CLTC
BMP2K	CTTN
BMP2K	DBN1
BMP2K	EGLN3
BMP2K	EPS15
BMP2K	ESR1
BMP2K	ESR2
BMP2K	FLNA
BMP2K	FN1
BMP2K	GAK
BMP2K	GBA
BMP2K	GTSE1
BMP2K	HNF1A
BMP2K	HNF4A
BMP2K	INTS4
BMP2K	IQGAP1
BMP2K	KDM5B
BMP2K	LIMA1
BMP2K	LIMS1
BMP2K	MBP
BMP2K	MICB
BMP2K	MYH9
BMP2K	MYO18A
BMP2K	MYO19
BMP2K	MYO6
BMP2K	NAPA
BMP2K	NAPG
BMP2K	NUMB
BMP2K	OCRL
BMP2K	OXCT1
BMP2K	PDLIM7
BMP2K	PHGDH
BMP2K	PICALM
BMP2K	PLEKHA7
BMP2K	PPP1CB
BMP2K	RALBP1
BMP2K	REPS1
BMP2K	RNF4
BMP2K	RPN1
BMP2K	RPRD1B
BMP2K	RPSA
BMP2K	RRBP1
BMP2K	RSPRY1
BMP2K	RUNDC3A
BMP2K	SAFB
BMP2K	SDC4
BMP2K	SEC13
BMP2K	SEC16A
BMP2K	SEC23A
BMP2K	SEC23B
BMP2K	SEC24C
BMP2K	SEH1L
BMP2K	SEMA7A
BMP2K	SEPHS1
BMP2K	SERPINH1
BMP2K	SETD1A
BMP2K	SET
BMP2K	SF1
BMP2K	SFPQ
BMP2K	SGF29
BMP2K	SGTA
BMP2K	SH3GL1
BMP2K	SH3KBP1
BMP2K	SHKBP1
BMP2K	SIPA1L3
BMP2K	SLBP
BMP2K	SLC25A41
BMP2K	SMN1
BMP2K	SMN2
BMP2K	SMTN
BMP2K	SNRNP70
BMP2K	SNW1
BMP2K	SNX9
BMP2K	SORBS1
BMP2K	SORBS2
BMP2K	SPINT1
BMP2K	SPTAN1
BMP2K	SPTBN1
BMP2K	SQSTM1
BMP2K	SRC
BMP2K	SRRM2
BMP2K	SRRT
BMP2K	SSR1
BMP2K	STAMBPL1
BMP2K	STAMBP
BMP2K	STOML2
BMP2K	STON2
BMP2K	SYNPO
BMP2K	TERF1
BMP2K	TERF2
BMP2K	TGOLN2
BMP2K	VIRMA
BMP2K	XPO1
BMP2K	ZNF585A
BMPR1A	AKT2
BMPR1A	AKT3
BMPR1A	C16orf58
BMPR1A	FAM171B
BMPR1A	GINM1
BMPR1A	HMGCS1
BMPR1A	IL4R
BMPR1A	KAT6B
BMPR1A	LITAF
BMPR1A	MANSC1
BMPR1A	MAP3K7CL
BMPR1A	MAP3K7
BMPR1A	PDGFRB
BMPR1A	SLC20A1
BMPR1A	TGFBR2
BMPR1A	TNFRSF10A
BMPR1A	TRIM25
BMPR1A	TRMO
BMPR1B	AKT1
BMPR1B	AKT2
BMPR1B	AKT3
BMPR1B	BMPR2
BMPR1B	CDH16
BMPR1B	CDK14
BMPR1B	CDK4
BMPR1B	DCAF12
BMPR1B	DCAF6
BMPR1B	DCAF7
BMPR1B	DUSP12
BMPR1B	FANCL
BMPR1B	FBXO24
BMPR1B	FBXO3
BMPR1B	FBXO44
BMPR1B	FBXW5
BMPR1B	FKBP1B
BMPR1B	HMGCS1
BMPR1B	IRF7
BMPR1B	IVD
BMPR1B	KLHL1
BMPR1B	LZTR1
BMPR1B	MAP2K3
BMPR1B	MAP3K7CL
BMPR1B	MAP3K7
BMPR1B	MKNK2
BMPR1B	NAA20
BMPR1B	NKIRAS1
BMPR1B	NLK
BMPR1B	OXSR1
BMPR1B	PAK1
BMPR1B	PLEKHB1
BMPR1B	POMK
BMPR1B	RAB38
BMPR1B	RAB6B
BMPR1B	RALGPS2
BMPR1B	RAN
BMPR1B	RASD2
BMPR1B	RHEBL1
BMPR1B	RHOBTB1
BMPR1B	RHOD
BMPR1B	RHOJ
BMPR1B	RPL3
BMPR1B	RPS27A
BMPR1B	SQSTM1
BMPR1B	STK35
BMPR1B	TGFBR1
BMPR1B	TMOD1
BMPR1B	TNNT1
BMPR1B	TTC17
BMPR1B	TTC27
BMPR1B	UBA52
BMPR1B	UBB
BMPR1B	UBC
BMPR1B	UBE2Z
BMPR1B	UBXN1
BMPR1B	UHMK1
BMPR1B	USP45
BMPR1B	VAMP1
BMPR2	AKT2
BMPR2	AKT3
BMPR2	C16orf58
BMPR2	CD83
BMPR2	LIMK1
BMPR2	MAP3K7CL
BMPR2	MAP3K7
BMPR2	MAP3K8
BMPR2	MERTK
BMPR2	MOS
BMPR2	MRAP2
BMPR2	PRKCB
BMPR2	PRKG1
BMPR2	SORBS3
BMX	AHR
BMX	BAK1
BMX	CYP1A1
BMX	EGFR
BMX	ERBB2
BMX	FGFR1
BMX	KDR
BMX	KIZ
BMX	MET
BMX	PKM
BMX	TNK2
BRAF	AKT3
BRAF	BBC3
BRAF	CADPS
BRAF	CALCRL
BRAF	CD70
BRAF	CTDSPL
BRAF	CYLD
BRAF	DST
BRAF	EEF1A1
BRAF	EEF1A2
BRAF	FCN1
BRAF	HLA-F
BRAF	HMGCS1
BRAF	HSPA7
BRAF	KCNC4
BRAF	KSR2
BRAF	LATS1
BRAF	LGALS3
BRAF	LGALS8
BRAF	LGALS9
BRAF	MAP2K4
BRAF	MAPK3
BRAF	MAPKAPK3
BRAF	MBD5
BRAF	MYO5B
BRAF	PMAIP1
BRAF	SERPINA12
BRAF	SLC9A1
BRAF	TMEM17
BRAF	TNFRSF10B
BRAF	TRIM25
BRAF	TTK
BRD4	BTBD1
BRD4	BTBD2
BRD4	C7orf25
BRD4	CCHCR1
BRD4	CDCP1
BRD4	CDIPT
BRD4	CEP350
BRD4	CHFR
BRD4	CITED1
BRD4	CLDN1
BRD4	EIF6
BRD4	ESR2
BRD4	GRB2
BRD4	H3F3B
BRD4	HIST1H3B
BRD4	HIST1H3C
BRD4	HIST1H3D
BRD4	HIST1H3E
BRD4	HIST1H3F
BRD4	HIST1H3G
BRD4	HIST1H3H
BRD4	HIST1H3I
BRD4	HIST1H3J
BRD4	HIST1H4A
BRD4	HIST1H4B
BRD4	HIST1H4C
BRD4	HIST1H4D
BRD4	HIST1H4E
BRD4	HIST1H4F
BRD4	HIST1H4H
BRD4	HIST1H4I
BRD4	HIST1H4J
BRD4	HIST1H4K
BRD4	HIST1H4L
BRD4	HIST2H3A
BRD4	HIST2H3D
BRD4	HIST2H4A
BRD4	HIST2H4B
BRD4	HMOX1
BRD4	HOXC9
BRD4	ITGB4
BRD4	MAP1S
BRD4	NCK1
BRD4	NMI
BRD4	PMM2
BRD4	POLDIP2
BRD4	POMP
BRD4	PPME1
BRD4	RAB3IP
BRD4	SCYL1
BRD4	SLC35B1
BRD4	SMN1
BRD4	SMN2
BRD4	SRP68
BRD4	TIPIN
BRD4	VPS52
BRD4	WWP2
BRSK1	DDIT4L
BRSK1	HIST2H2BC
BRSK1	HSPA1B
BRSK1	PKM
BRSK1	TUBG1
BRSK2	CDK16
BRSK2	PRKAA1
BRSK2	TRIM25
BTK	AKT1
BTK	AKT2
BTK	AKT3
BTK	ARFGAP1
BTK	BMX
BTK	CALM1
BTK	CALM2
BTK	CALM3
BTK	CHN2
BTK	DCPS
BTK	HMGCS1
BTK	IGHM
BTK	IL6ST
BTK	IRAK2
BTK	IRAK4
BTK	ITK
BTK	JAK1
BTK	KATNB1
BTK	KIT
BTK	MAPK1
BTK	MAPK8
BTK	MED28
BTK	MET
BTK	PKDREJ
BTK	PRKCA
BTK	PRKCD
BTK	PRKCE
BTK	PRKCG
BTK	PRKCH
BTK	PRKCQ
BTK	PRKCZ
BTK	PRRT2
BTK	RRAS
BTK	SMURF1
BTK	TAF1
BTK	TEC
BTK	TRPC1
BTK	TRPC3
BTK	TRPC4
BTK	TRPC5
BTK	TRPC6
BTK	TRPC7
BUB1B	DIAPH2
BUB1B	EGLN3
BUB1B	GANAB
BUB1B	HNF4A
BUB1B	MED4
BUB1B	P2RY6
BUB1B	RIPK3
BUB1B	RPL39P5
BUB1B	SOCS2
BUB1B	TYW3
BUB1	CDK2
BUB1	DIAPH2
BUB1	HIST1H2AG
BUB1	HIST1H2AI
BUB1	HIST1H2AK
BUB1	HIST1H2AL
BUB1	HIST1H2AM
BUB1	MAPKAPK3
BUB1	MLF1
BUB1	MYC
BUB1	NXF1
BUB1	TRMO
CAMK1	CDO1
CAMK1	CGB2
CAMK1D	CAMKK1
CAMK1D	CDH1
CAMK1D	HMGCS1
CAMK1D	LRRK2
CAMK1D	NEDD4L
CAMK1D	NEDD4
CAMK1	FAM153B
CAMK1G	EIF4G3
CAMK1	HSPB1
CAMK1	LIPE
CAMK1	PHF19
CAMK2A	ACTA2
CAMK2A	ACTG2
CAMK2A	AGK
CAMK2A	AKT2
CAMK2A	AKT3
CAMK2A	ALOX5
CAMK2A	ANXA1
CAMK2A	ANXA2
CAMK2A	ANXA6
CAMK2A	ARAF
CAMK2A	BECN1
CAMK2A	BRAF
CAMK2A	CALD1
CAMK2A	CD44
CAMK2A	CDK5R1
CAMK2A	CDK5R2
CAMK2A	CDKN1B
CAMK2A	CLCA2
CAMK2A	CLCA3P
CAMK2A	CNGA1
CAMK2A	CNGB1
CAMK2A	CPNE1
CAMK2A	CPNE3
CAMK2A	CPNE7
CAMK2A	DAGLA
CAMK2A	DAPK2
CAMK2A	DES
CAMK2A	DYSF
CAMK2A	ESPL1
CAMK2A	ETS2
CAMK2A	GFPT1
CAMK2A	GLO1
CAMK2A	HRH1
CAMK2A	ID1
CAMK2A	ITGA1
CAMK2A	ITGB5
CAMK2A	ITPKA
CAMK2A	JAK1
CAMK2A	JAK2
CAMK2A	KCNJ11
CAMK2A	LASP1
CAMK2A	LMOD1
CAMK2A	LRRC7
CAMK2A	MYBPC2
CAMK2A	MYBPC3
CAMK2A	MYH11
CAMK2A	MYH3
CAMK2A	MYH6
CAMK2A	MYH8
CAMK2A	MYLPF
CAMK2A	NCOR2
CAMK2A	NEB
CAMK2A	NFATC1
CAMK2A	NFATC2
CAMK2A	NFATC3
CAMK2A	NFATC4
CAMK2A	NOX5
CAMK2A	NR1H2
CAMK2A	NR2F6
CAMK2A	OPRM1
CAMK2A	PAPSS1
CAMK2A	PLA2G4A
CAMK2A	PLN
CAMK2A	PPFIA1
CAMK2A	PRKCB
CAMK2A	PRKCD
CAMK2A	PRKCZ
CAMK2A	PTK2B
CAMK2A	PXN
CAMK2A	PYGB
CAMK2A	PYGL
CAMK2A	RAF1
CAMK2A	RASGRP1
CAMK2A	RASGRP2
CAMK2A	RASGRP4
CAMK2A	RRAD
CAMK2A	SMN1
CAMK2A	SMN2
CAMK2A	SORBS1
CAMK2A	SORBS3
CAMK2A	SPR
CAMK2A	STAT2
CAMK2A	STAT3
CAMK2A	STAT4
CAMK2A	STAT5A
CAMK2A	STAT5B
CAMK2A	STAT6
CAMK2A	TCAF1
CAMK2A	TCAP
CAMK2A	TENT4A
CAMK2A	TFAP2D
CAMK2A	TLN1
CAMK2A	TMOD1
CAMK2A	TMOD3
CAMK2A	TMOD4
CAMK2A	TNNI1
CAMK2A	TNNI3
CAMK2A	TNNT1
CAMK2A	TNNT2
CAMK2A	TNNT3
CAMK2A	TPM1
CAMK2A	TPM3
CAMK2A	TPM4
CAMK2A	TRIM72
CAMK2A	TSPOAP1
CAMK2A	TTN
CAMK2A	VIM
CAMK2A	WASF2
CAMK2B	ACTA2
CAMK2B	ACTG2
CAMK2B	AGK
CAMK2B	AKT2
CAMK2B	AKT3
CAMK2B	ANXA1
CAMK2B	ANXA2
CAMK2B	ANXA6
CAMK2B	ARAF
CAMK2B	BRAF
CAMK2B	CALD1
CAMK2B	CAMK2D
CAMK2B	CAV3
CAMK2B	CLCA2
CAMK2B	CLCA3P
CAMK2B	CLCA4
CAMK2B	CNGA1
CAMK2B	CPNE1
CAMK2B	CPNE3
CAMK2B	CPNE7
CAMK2B	DES
CAMK2B	DGUOK
CAMK2B	DYSF
CAMK2B	ITGA1
CAMK2B	ITGB5
CAMK2B	ITPKA
CAMK2B	JAK1
CAMK2B	JAK2
CAMK2B	KRTAP10-9
CAMK2B	LMOD1
CAMK2B	MAP2K3
CAMK2B	MYBPC2
CAMK2B	MYBPC3
CAMK2B	MYH11
CAMK2B	MYH3
CAMK2B	MYH6
CAMK2B	MYH8
CAMK2B	MYLPF
CAMK2B	NEB
CAMK2B	NFATC1
CAMK2B	NFATC2
CAMK2B	NFATC3
CAMK2B	NINL
CAMK2B	OCLN
CAMK2B	PAPSS1
CAMK2B	PKM
CAMK2B	PLA2G4A
CAMK2B	PNKP
CAMK2B	PPFIA1
CAMK2B	PRKAA1
CAMK2B	PRKCB
CAMK2B	PRKCD
CAMK2B	PRKCZ
CAMK2B	PRNP
CAMK2B	PXN
CAMK2B	PYGB
CAMK2B	PYGL
CAMK2B	PYGM
CAMK2B	RAF1
CAMK2B	RASGRP2
CAMK2B	RASGRP4
CAMK2B	RBM42
CAMK2B	RHO
CAMK2B	RRAD
CAMK2B	SMAD2
CAMK2B	SORBS1
CAMK2B	SORBS3
CAMK2B	STAT2
CAMK2B	STAT3
CAMK2B	STAT4
CAMK2B	STAT5A
CAMK2B	STAT5B
CAMK2B	STAT6
CAMK2B	SUMO1P1
CAMK2B	TANK
CAMK2B	TCAP
CAMK2B	TENT4A
CAMK2B	TKT
CAMK2B	TLN1
CAMK2B	TMOD1
CAMK2B	TMOD3
CAMK2B	TMOD4
CAMK2B	TNNI1
CAMK2B	TNNI3
CAMK2B	TNNT1
CAMK2B	TPM1
CAMK2B	TPM4
CAMK2B	TRIM72
CAMK2B	TSPOAP1
CAMK2B	TTN
CAMK2B	VIM
CAMK2B	ZBTB32
CAMK2D	ACTA2
CAMK2D	ACTG2
CAMK2D	AGK
CAMK2D	AKT3
CAMK2D	ANKRD28
CAMK2D	ANXA1
CAMK2D	ANXA2
CAMK2D	ARAF
CAMK2D	BRAF
CAMK2D	CALD1
CAMK2D	CAV3
CAMK2D	CDKN1A
CAMK2D	CEACAM1
CAMK2D	CEP170
CAMK2D	CEP76
CAMK2D	CFAP410
CAMK2D	CGAS
CAMK2D	CLCA1
CAMK2D	CLCA2
CAMK2D	CLCA3P
CAMK2D	CLCA4
CAMK2D	CNGA1
CAMK2D	CNGB1
CAMK2D	CPLX1
CAMK2D	CPNE1
CAMK2D	CPNE3
CAMK2D	CPNE6
CAMK2D	CPNE7
CAMK2D	CUL7
CAMK2D	CYFIP2
CAMK2D	DES
CAMK2D	DYSF
CAMK2D	EGLN3
CAMK2D	ESR2
CAMK2D	HAUS2
CAMK2D	HIST1H2AB
CAMK2D	HIST1H2AE
CAMK2D	HIST1H4A
CAMK2D	HIST1H4B
CAMK2D	HIST1H4C
CAMK2D	HIST1H4D
CAMK2D	HIST1H4E
CAMK2D	HIST1H4F
CAMK2D	HIST1H4H
CAMK2D	HIST1H4I
CAMK2D	HIST1H4J
CAMK2D	HIST1H4K
CAMK2D	HIST1H4L
CAMK2D	HIST2H4A
CAMK2D	HIST2H4B
CAMK2D	HIST4H4
CAMK2D	HNF4A
CAMK2D	HSPA8
CAMK2D	IFIH1
CAMK2D	IKBKG
CAMK2D	IQCF1
CAMK2D	ITGA1
CAMK2D	KCNJ11
CAMK2D	LMOD1
CAMK2D	LMTK2
CAMK2D	MRM2
CAMK2D	MYBPC1
CAMK2D	MYBPC2
CAMK2D	MYBPC3
CAMK2D	MYC
CAMK2D	MYH11
CAMK2D	MYH3
CAMK2D	MYH8
CAMK2D	MYLPF
CAMK2D	NDUFA8
CAMK2D	NEB
CAMK2D	NFATC1
CAMK2D	NFATC4
CAMK2D	NIN
CAMK2D	OCLN
CAMK2D	PAPSS1
CAMK2D	PPFIA1
CAMK2D	PPFIA2
CAMK2D	PPFIA3
CAMK2D	PPFIA4
CAMK2D	PRKCB
CAMK2D	PRKCZ
CAMK2D	PRNP
CAMK2D	PXN
CAMK2D	PYGB
CAMK2D	PYGL
CAMK2D	PYGM
CAMK2D	RAB3A
CAMK2D	RAF1
CAMK2D	RASGRP1
CAMK2D	RASGRP2
CAMK2D	RASGRP4
CAMK2D	RBM42
CAMK2D	RHO
CAMK2D	RIMS1
CAMK2D	RNF4
CAMK2D	SCRN2
CAMK2D	SLC17A7
CAMK2D	SMAD2
CAMK2D	SMAD4
CAMK2D	SMN1
CAMK2D	SMN2
CAMK2D	SORBS3
CAMK2D	STAT3
CAMK2D	STAT4
CAMK2D	STAT5A
CAMK2D	STAT5B
CAMK2D	STAT6
CAMK2D	STXBP1
CAMK2D	SUMO1P1
CAMK2D	SYT1
CAMK2D	SYT5
CAMK2D	TBK1
CAMK2D	TCAP
CAMK2D	TENT4A
CAMK2D	TLN1
CAMK2D	TMOD1
CAMK2D	TMOD4
CAMK2D	TNNI1
CAMK2D	TNNI2
CAMK2D	TNNI3
CAMK2D	TNNT1
CAMK2D	TNNT3
CAMK2D	TPD52
CAMK2D	TPM2
CAMK2D	TPM3
CAMK2D	TPM4
CAMK2D	TRIM72
CAMK2D	TSHR
CAMK2D	TSPOAP1
CAMK2D	VAMP2
CAMK2D	VARS
CAMK2G	ACTA2
CAMK2G	ACTG2
CAMK2G	AGK
CAMK2G	AKT3
CAMK2G	ANXA1
CAMK2G	ANXA2
CAMK2G	ANXA6
CAMK2G	ARAF
CAMK2G	BRAF
CAMK2G	CALD1
CAMK2G	CAPZA2
